hour,day_of_week,is_weekend,is_night,amount,merchant_category,online_order,foreign_transaction,high_risk_country,distance_from_home_km,distance_from_last_txn_km,customer_age,account_age_days,avg_spend_30d,num_txns_last_24h,transaction_velocity,used_chip,used_pin,repeat_retailer,declined_attempts_before,amount_vs_avg_ratio,Class
3,5,1,1,64.49,5,0,0,0,13.21,5.54,44,1086,21.19,2,3.48,1,0,0,0,0.9982,0
13,4,0,0,46.92,2,0,0,0,2.47,10.65,34,1641,145.36,2,2.0,1,1,0,0,0.9587,0
16,3,0,0,76.0,3,1,1,0,0.71,467.41,30,427,10.0,17,8.43,0,1,0,0,4.8371,1
18,6,1,0,3.71,8,0,0,0,65.99,13.41,59,3525,127.37,1,3.38,0,1,0,1,1.4939,0
18,1,0,1,32.47,2,0,0,0,10.15,7.32,60,3413,132.63,2,0.8,1,0,1,0,0.5004,0
19,5,0,0,54.68,5,0,0,0,20.62,6.09,36,4598,47.08,2,4.17,1,1,0,1,1.1959,0
16,1,1,0,30.67,8,0,1,0,27.19,4.01,70,4379,25.41,0,2.65,1,1,0,0,0.9147,0
20,6,1,1,18.0,0,0,1,0,28.78,0.25,36,536,18.79,3,2.08,1,1,0,0,1.8492,0
19,1,1,1,242.59,4,0,0,0,15.54,9.5,27,2242,36.57,4,1.08,1,1,0,0,0.5601,0
12,6,0,1,48.23,1,0,0,0,32.48,9.92,65,1446,22.32,3,1.87,1,0,0,0,0.5173,0
21,3,1,0,3.35,3,0,0,0,54.45,17.67,36,4416,50.08,5,1.76,1,0,0,0,1.6767,0
17,1,1,0,89.15,1,0,0,0,49.96,11.34,22,4126,143.02,2,1.37,1,1,1,1,0.5125,0
23,0,0,0,17.59,5,0,0,0,4.09,15.0,48,2165,87.56,0,3.11,1,1,0,1,1.3143,0
14,4,0,1,40.76,8,0,0,0,24.38,1.82,74,949,78.22,5,1.84,1,1,0,1,0.5296,0
1,3,0,0,442.06,1,0,1,0,14.82,9.14,51,778,104.2,1,0.11,1,1,0,0,0.7892,0
14,0,1,0,19.21,4,1,0,0,14.4,18.73,56,107,63.11,3,1.97,1,1,1,1,1.0744,0
11,6,0,0,19.93,3,0,0,0,24.16,10.59,65,4722,36.92,7,3.19,1,1,1,1,1.6136,0
6,2,0,0,18.66,6,0,0,0,16.18,6.52,34,3180,10.0,5,0.7,0,1,0,1,0.749,0
12,0,1,0,74.83,0,0,0,0,2.94,8.14,54,2209,68.93,5,4.12,1,1,0,1,0.9603,0
9,0,1,1,369.01,3,0,0,0,5.5,0.19,42,2363,90.33,2,3.3,1,1,1,0,1.4374,0
7,1,0,0,64.74,1,0,0,0,4.99,10.17,56,619,170.26,3,1.87,1,0,0,0,0.8738,0
23,2,0,0,12.06,6,1,0,0,38.2,4.56,43,3721,29.34,6,0.19,1,1,1,0,1.2125,0
13,3,1,1,40.67,2,0,0,0,21.3,7.61,72,38,64.62,2,0.25,0,1,0,1,0.5432,0
13,1,1,1,34.68,9,1,0,0,8.41,9.19,44,1176,35.51,5,3.51,1,1,0,1,0.6986,0
9,6,1,1,78.31,9,1,0,0,7.25,13.78,64,4303,84.15,2,2.09,1,1,1,0,0.3422,0
16,1,1,0,8.34,8,0,0,0,0.5,8.52,56,2836,33.1,7,2.69,1,1,1,0,0.3151,0
0,6,0,0,30.97,8,0,0,0,60.5,15.44,53,3959,25.96,1,3.02,1,1,0,0,1.2053,0
12,4,1,0,7.43,7,1,0,0,4.33,16.97,32,931,114.4,2,3.47,1,1,1,1,0.6804,0
23,2,1,0,92.38,2,0,0,0,13.89,14.0,29,448,92.49,4,2.14,0,1,1,0,0.5073,0
0,6,0,0,8.84,9,0,0,0,9.9,21.66,21,1640,48.81,5,3.16,1,0,1,1,1.3977,0
11,6,1,0,17.65,9,0,0,0,40.63,36.23,70,183,10.0,6,1.96,1,1,1,0,1.391,0
6,5,1,0,65.02,4,0,0,0,31.53,17.69,47,924,68.25,0,2.67,1,1,0,1,1.4091,0
7,3,1,0,16.41,6,0,0,0,6.37,1.99,62,3567,32.68,4,3.45,1,0,0,1,0.7006,0
16,3,0,0,132.71,1,1,0,0,51.22,7.78,61,4842,50.09,7,3.22,1,1,1,0,0.9117,0
10,5,1,0,56.55,0,0,0,0,7.06,4.85,49,2868,65.27,2,3.02,1,0,0,1,0.2948,0
0,3,1,0,8.38,9,0,0,0,14.17,1.84,28,1911,111.99,3,1.7,1,1,0,1,1.2619,0
13,0,1,0,30.53,5,0,1,0,4.04,16.17,56,4637,165.24,1,3.12,1,1,1,0,1.8909,0
7,0,1,0,20.21,1,0,0,0,7.81,7.09,64,734,46.63,5,0.99,1,1,0,0,0.7928,0
19,5,0,0,95.7,2,0,0,0,16.75,8.35,74,4322,49.79,7,2.31,1,1,0,0,0.7755,0
14,1,0,0,43.63,7,0,0,0,14.57,2.93,66,1864,58.04,7,1.59,1,1,1,1,0.5462,0
18,5,1,0,76.29,7,0,0,0,19.21,2.19,33,4161,48.23,2,2.12,1,1,1,1,1.6286,0
15,2,1,1,8.09,4,1,0,0,13.81,14.3,32,3461,67.18,6,2.18,0,0,1,1,1.225,0
18,3,0,0,17.51,2,0,0,0,21.27,13.94,62,3033,145.2,7,1.93,1,0,0,0,0.4482,0
6,3,0,0,8.6,3,0,0,0,3.81,3.3,31,2553,67.12,7,1.98,1,1,0,1,1.5135,0
2,0,1,1,172.17,7,0,1,0,24.88,4.85,68,1008,10.0,7,1.36,1,1,0,1,0.7747,0
15,6,1,0,1.96,4,0,0,0,5.11,1.1,34,2615,46.15,1,2.88,0,0,1,0,1.3124,0
3,5,1,0,32.78,6,0,1,0,63.67,4.38,46,4753,213.34,1,1.28,1,0,0,1,0.6816,0
13,5,0,1,23.63,3,0,0,0,3.42,11.97,62,4896,82.41,3,3.77,1,1,0,0,1.4451,0
18,3,1,0,33.6,6,1,0,0,38.33,8.36,73,1602,68.83,4,2.44,0,1,1,1,0.9108,0
0,3,1,0,49.34,0,1,0,0,14.14,11.41,67,362,16.17,3,2.27,0,1,1,1,1.2475,0
5,6,1,0,176.5,6,0,0,0,12.85,1.63,19,2326,235.92,6,3.05,1,1,0,0,0.6525,0
8,3,0,0,33.19,4,1,0,0,0.88,13.77,70,4397,33.82,2,2.03,1,0,1,1,1.3057,0
23,3,0,1,156.6,1,0,0,0,13.38,17.64,68,2314,35.32,7,2.63,1,0,0,0,0.9354,0
2,4,0,0,64.89,9,0,0,0,8.13,25.08,57,4693,32.62,6,2.29,1,0,0,1,0.9677,0
5,0,0,0,318.62,7,0,0,0,52.49,9.94,58,2984,51.1,2,1.07,1,1,0,0,1.1142,0
15,4,1,1,14.16,3,0,0,0,21.18,5.04,48,3600,50.47,5,1.79,1,1,0,0,1.5919,0
13,0,1,0,3.53,5,0,0,0,30.37,4.85,24,1731,113.16,3,2.85,0,1,0,1,0.9061,0
7,1,1,0,8.39,8,0,0,0,29.59,6.66,67,1262,150.55,7,2.91,1,0,0,0,1.4363,0
5,3,0,0,137.77,4,0,0,0,0.51,19.96,31,4149,137.23,0,3.1,1,1,0,0,1.2448,0
5,0,0,1,5898.33,2,0,0,0,89.36,312.79,49,398,21.81,19,9.28,0,1,0,2,4.1362,1
9,4,1,0,63.96,8,1,0,0,5.16,16.96,24,4242,95.15,7,1.98,1,1,1,1,1.238,0
5,5,0,1,17.68,4,0,0,0,16.23,21.95,52,1344,167.09,1,3.07,1,1,0,1,0.5049,0
23,1,1,0,9.74,6,1,0,0,14.71,4.9,41,2602,50.57,0,1.34,1,1,1,0,0.8938,0
2,1,1,1,36.5,3,0,0,0,17.97,8.13,29,3302,21.98,2,1.83,1,1,0,1,1.1509,0
6,0,1,0,14.88,7,0,0,0,42.58,2.68,64,2500,44.93,1,1.26,0,1,0,0,0.54,0
22,4,1,0,27.49,6,0,0,0,0.98,3.13,33,3500,29.26,7,1.11,1,1,1,0,0.987,0
20,0,0,0,275.87,4,0,1,0,60.44,250.12,72,259,12.63,12,4.56,0,0,0,3,4.9222,1
5,2,0,0,1.74,2,0,0,0,23.99,4.42,30,1224,43.03,3,2.06,1,0,0,0,1.2918,0
12,2,0,1,74.98,2,0,0,0,38.35,9.3,44,996,26.51,7,1.67,1,1,0,1,0.7243,0
1,3,0,0,10.48,2,0,0,0,19.69,17.07,64,4812,35.2,5,1.44,1,1,0,0,1.1033,0
12,5,0,0,30.95,2,0,0,0,25.24,13.01,55,4669,239.87,5,0.77,1,0,0,0,0.9814,0
12,4,1,1,43.77,3,1,1,0,30.5,4.88,71,1273,124.67,4,0.5,1,1,1,0,1.7685,0
23,1,0,0,7.52,7,0,0,0,43.28,9.17,33,2140,392.96,3,2.03,1,0,0,0,1.476,0
2,4,0,1,7.98,4,0,0,0,31.87,19.57,54,4728,52.83,4,0.96,1,1,1,0,1.4748,0
3,3,0,0,47.44,2,0,0,0,25.75,9.02,61,1260,43.04,3,1.69,1,1,1,1,1.0989,0
6,1,1,0,81.35,0,1,0,0,20.93,9.37,44,4288,23.02,6,1.68,0,0,1,0,0.9906,0
3,2,1,0,26.16,3,0,0,0,7.45,6.56,70,3724,99.63,4,1.86,1,1,0,1,1.5375,0
3,4,0,1,7.29,1,0,0,0,7.32,4.46,61,4445,37.84,7,2.05,1,1,1,0,1.281,0
17,1,1,1,406.79,2,0,0,0,19.22,11.98,67,4031,105.65,3,0.75,1,1,0,0,1.501,0
19,4,1,0,4.79,3,1,0,0,16.42,6.23,50,84,31.85,3,2.44,0,1,0,0,1.1691,0
18,2,1,0,31.77,7,0,0,0,6.41,7.63,39,2795,62.73,7,2.74,1,0,0,0,0.9582,0
6,4,0,1,21.32,0,0,0,0,4.09,8.38,54,4727,145.09,1,3.2,1,0,1,1,1.0478,0
10,4,0,1,30.09,0,1,0,0,13.53,0.35,33,3370,48.85,0,2.88,1,1,1,1,0.6097,0
17,1,0,0,56.43,1,0,0,0,30.06,5.33,66,1235,23.69,7,2.44,1,1,1,1,0.1625,0
8,5,0,1,24.15,3,0,0,0,14.61,12.66,67,4148,40.5,1,2.3,1,0,1,0,1.3175,0
10,5,1,1,477.79,3,0,0,0,15.0,6.75,72,3429,30.28,0,2.02,1,0,0,0,0.5401,0
13,0,0,0,9.79,2,0,0,0,26.87,0.51,25,282,119.85,0,0.22,1,1,1,0,1.6345,0
2,6,0,0,7.99,0,0,0,0,13.97,12.94,56,1129,56.61,6,2.35,1,1,1,0,0.8773,0
20,6,0,1,42.24,4,1,0,0,15.9,19.11,73,3741,58.04,1,0.48,1,0,1,1,1.0582,0
12,2,1,0,4.51,0,0,0,0,0.85,2.05,70,1346,44.99,0,2.56,0,0,0,0,0.8887,0
7,6,0,0,176.01,5,0,0,0,3.83,1.04,33,2648,36.44,3,1.52,1,0,1,1,1.2386,0
10,4,0,1,263.36,0,1,0,0,3.35,8.29,69,1650,89.33,2,1.13,1,1,0,1,1.3892,0
7,4,0,1,14.89,6,0,0,0,11.16,9.71,41,4069,19.46,5,2.27,1,1,0,1,1.1583,0
12,2,1,1,26.76,2,0,0,0,26.95,17.7,73,1722,19.67,1,1.96,1,0,1,1,1.7038,0
20,5,0,1,421.22,6,0,0,0,6.05,4.48,34,605,46.66,7,2.38,1,1,1,0,0.4765,0
4,3,1,0,90.25,1,1,0,0,21.81,16.07,61,1642,26.77,0,0.5,1,1,1,0,0.9309,0
7,5,1,1,7.35,8,0,0,0,20.5,6.65,47,902,110.47,0,1.88,1,1,1,0,0.7546,0
21,5,1,0,77.88,3,0,0,0,26.96,7.85,46,311,35.79,0,1.32,1,1,0,1,0.8442,0
22,4,1,0,28.4,4,1,0,0,28.14,0.35,63,1020,56.6,4,2.82,1,1,1,1,1.2568,0
12,2,1,0,6.64,2,0,0,0,20.35,22.69,35,3406,82.43,1,1.9,1,0,0,0,0.5755,0
0,1,0,0,5.02,7,0,0,0,13.25,11.19,64,914,234.14,7,3.62,1,1,0,1,1.1536,0
16,6,1,0,32.72,0,0,1,0,23.89,5.74,46,872,20.29,3,1.88,1,1,0,0,1.4108,0
9,0,1,1,349.52,4,0,0,0,6.37,19.82,72,2421,39.49,3,2.04,1,0,1,1,0.477,0
23,5,1,0,92.04,5,0,0,0,20.81,5.14,21,1852,243.69,0,2.78,0,1,0,0,1.3026,0
22,4,0,0,139.31,9,1,0,0,9.39,6.81,53,47,52.83,3,2.84,1,0,1,0,1.5708,0
17,2,1,1,69.49,3,1,0,0,4.3,20.66,30,2203,131.82,6,3.11,1,1,1,1,1.4147,0
0,3,1,0,63.43,9,0,0,0,28.51,6.65,24,1310,24.32,2,2.01,0,1,1,1,1.4301,0
23,3,1,0,436.11,4,0,0,0,25.77,6.38,26,2596,108.98,2,2.37,1,0,0,0,1.5082,0
12,0,0,0,66.9,6,0,0,0,23.83,16.78,49,2060,98.07,6,1.4,0,1,1,1,1.0356,0
18,6,0,0,24.63,0,0,0,0,19.33,15.21,64,756,249.37,5,2.32,1,1,1,1,1.1289,0
7,3,0,1,8.86,2,0,0,0,29.52,10.21,65,1379,10.0,6,0.94,1,1,0,1,0.5607,0
8,6,1,0,41.75,8,0,0,0,7.29,13.66,51,1739,19.58,5,3.2,1,0,0,0,1.3065,0
16,2,1,1,44.08,5,0,0,0,19.99,1.24,58,38,22.21,3,2.02,0,1,1,1,0.9104,0
13,1,1,0,103.85,2,1,0,0,23.85,19.2,44,46,31.59,1,0.27,1,1,0,1,1.0248,0
10,3,0,0,93.82,1,0,0,0,23.87,3.91,19,4795,74.63,7,2.78,0,0,1,0,0.7736,0
1,1,1,1,213.45,7,0,0,0,15.84,12.46,41,1710,93.74,4,1.49,1,1,1,0,1.1047,0
8,3,1,0,12.19,3,0,0,0,2.17,7.03,65,750,101.7,6,4.07,1,1,1,0,1.1244,0
14,3,0,0,195.33,5,0,0,0,38.56,1.93,44,1673,48.41,1,0.92,1,1,1,1,0.6573,0
7,0,1,0,22.79,4,0,0,0,16.94,12.67,39,3553,62.83,6,1.16,1,1,0,0,0.9426,0
23,6,1,0,115.78,1,1,0,0,18.41,5.38,56,4002,33.89,3,2.08,1,1,1,0,1.6539,0
11,1,0,0,100.85,2,0,0,0,8.73,1.12,41,1713,369.95,4,2.36,1,0,1,0,0.7058,0
11,4,1,1,50.54,4,0,0,0,13.87,6.63,31,1315,70.05,4,0.84,1,0,1,1,1.0168,0
0,5,1,1,3.93,9,0,1,0,16.58,16.93,40,4914,28.79,1,2.57,1,1,0,1,1.1957,0
4,1,1,0,23.97,2,0,0,0,24.33,0.52,69,3660,102.13,7,3.04,1,1,1,1,1.5417,0
16,6,1,0,15.77,6,0,0,0,13.14,12.7,63,1978,123.88,2,2.3,1,1,1,0,1.7713,0
2,2,0,1,333.83,0,0,0,0,6.67,2.84,42,4614,18.04,0,0.54,1,1,0,1,0.6987,0
4,1,0,0,108.99,7,0,0,0,16.26,24.76,67,4967,25.88,6,2.8,1,1,0,1,1.6143,0
12,2,1,0,59.63,1,0,1,0,23.93,5.11,46,4357,77.93,3,0.27,1,1,1,0,0.8707,0
23,3,1,0,40.61,9,1,0,0,21.65,6.8,29,1116,42.69,0,3.38,1,1,1,0,0.7163,0
6,0,0,0,54.21,6,1,0,0,20.19,18.8,22,4799,50.18,0,3.08,1,1,0,1,1.1153,0
22,6,0,0,131.56,6,0,0,0,29.79,2.8,41,4656,81.76,3,0.75,1,1,0,0,0.5777,0
11,2,1,1,19.11,5,0,0,0,5.2,17.19,22,331,56.25,5,1.56,1,1,1,0,1.6219,0
0,0,0,0,7.2,4,0,0,0,31.27,20.15,56,1662,16.66,4,1.44,1,1,1,1,0.8939,0
10,6,1,0,28.37,0,0,0,0,1.74,25.39,55,2913,49.0,2,2.22,1,1,0,0,1.2602,0
15,5,1,0,186.37,9,1,0,0,20.18,7.48,34,1918,74.41,7,0.62,1,1,0,0,1.1323,0
15,0,1,1,122.38,4,0,0,0,10.53,0.19,60,1071,63.13,7,0.18,1,1,1,0,0.8459,0
12,2,0,0,121.57,2,0,0,0,12.69,17.96,64,1610,27.16,4,2.51,0,1,1,0,1.0227,0
1,6,1,1,49.68,9,0,0,0,11.02,2.47,46,3666,103.96,1,0.84,1,1,1,0,0.8082,0
2,4,0,0,106.64,3,0,0,0,51.19,4.6,63,1827,58.11,6,1.46,0,1,0,1,0.8363,0
14,4,1,1,83.35,8,1,0,0,39.21,11.96,72,3057,243.12,2,0.95,1,1,1,0,1.5445,0
20,5,0,1,37.92,6,1,0,0,15.49,10.45,70,1343,20.17,2,2.68,1,0,1,0,0.5781,0
0,2,0,0,17.16,7,1,0,0,11.42,22.12,40,4856,33.12,1,2.87,1,1,1,0,1.3023,0
5,2,0,0,109.14,6,1,0,0,27.66,9.7,35,1893,21.75,7,2.24,1,1,0,0,1.3356,0
19,0,0,0,39.87,8,0,0,0,2.81,21.14,43,3774,41.43,4,2.46,0,1,1,1,0.9026,0
15,6,1,1,25.15,2,0,0,0,3.51,3.1,57,162,217.94,3,3.64,1,1,0,1,1.5245,0
23,4,0,0,96.8,0,1,1,0,176.68,623.11,54,83,48.96,4,8.41,0,1,0,3,3.1752,1
12,6,0,0,38.72,3,0,0,0,22.84,1.35,52,2623,36.31,2,2.49,0,1,1,1,1.8875,0
19,5,0,0,249.78,9,1,0,0,11.74,1.42,70,1767,71.4,5,2.76,1,1,1,1,0.8543,0
14,6,1,0,165.81,3,1,0,0,7.04,1.17,62,814,27.74,4,1.41,1,0,0,0,0.711,0
4,6,1,0,77.77,6,1,0,0,30.92,3.74,63,3572,10.54,1,1.0,1,0,1,1,0.742,0
1,4,1,1,77.99,2,0,0,0,0.66,0.02,58,3888,25.62,0,0.17,1,1,0,1,0.4058,0
22,2,0,1,12.19,6,0,0,0,12.26,13.24,73,811,66.85,4,2.03,0,1,0,1,1.0667,0
21,3,0,0,102.84,4,0,0,0,19.91,23.25,62,2485,43.47,7,1.94,1,1,0,0,0.377,0
16,0,1,0,17.62,6,0,0,0,3.36,9.02,35,3892,68.52,2,1.34,1,1,1,1,1.2002,0
0,0,0,0,3.0,9,0,0,0,7.56,6.68,25,4847,146.53,5,1.06,1,1,1,1,0.7062,0
15,1,1,1,67.66,3,0,0,0,44.68,10.07,30,4176,42.51,3,3.44,1,1,1,0,0.9421,0
23,1,1,0,54.21,1,0,0,0,19.61,9.47,41,3363,134.24,1,1.7,1,1,1,1,1.1505,0
9,2,0,0,28.01,9,0,0,0,12.43,6.64,46,3341,140.41,3,1.53,1,1,1,1,1.1173,0
16,5,1,0,188.06,1,0,0,0,25.02,3.22,59,2917,183.56,5,2.1,0,1,0,0,0.776,0
14,4,0,0,103.15,9,1,0,0,26.25,1.32,43,4682,134.87,1,2.08,1,1,1,0,0.247,0
2,2,1,0,9.44,5,0,0,0,33.34,17.49,54,3585,75.19,1,2.68,1,1,0,1,1.4932,0
16,6,0,0,19.04,5,0,0,0,28.76,9.4,60,4486,67.58,7,1.61,0,1,1,0,2.1756,0
5,5,0,1,52.52,1,0,0,0,26.35,4.14,57,155,126.12,3,0.91,1,0,1,1,1.6378,0
21,0,0,0,7.62,0,1,0,1,30.87,0.8,38,4321,50.88,0,1.14,1,1,0,0,0.9947,0
4,0,0,0,9.08,9,0,0,0,11.42,3.47,47,2976,55.24,0,2.54,1,1,0,1,0.528,0
8,0,0,0,28.76,5,0,0,0,11.03,7.66,19,3125,24.04,1,1.27,1,1,1,1,1.2293,0
21,5,1,1,15.51,4,0,0,0,12.41,8.16,42,4685,37.23,2,3.1,0,1,1,1,0.2735,0
0,4,1,0,35.97,9,0,0,0,21.26,10.87,67,2703,64.16,5,0.78,0,1,1,0,1.6744,0
0,4,1,0,268.8,4,0,0,0,4.66,0.39,18,4002,49.03,7,3.45,1,0,0,1,1.414,0
0,2,1,0,40.98,3,0,0,0,54.26,4.19,40,3158,39.67,2,1.25,1,1,1,0,1.7002,0
14,5,1,0,10.78,6,0,0,0,9.08,2.27,25,1215,66.9,3,0.07,1,1,1,0,0.8727,0
14,0,0,0,87.09,2,0,0,0,11.28,5.0,55,1759,36.16,3,1.85,1,1,1,1,0.3622,0
13,4,1,0,30.68,9,0,0,0,17.64,7.63,57,4885,74.88,6,0.39,0,1,1,0,0.4406,0
16,1,1,0,22.79,0,0,0,0,0.91,0.19,52,2429,88.21,2,1.37,1,1,1,0,0.3512,0
8,5,1,0,255.79,4,0,0,0,2.84,6.99,43,4885,142.68,1,1.8,1,1,1,1,0.9975,0
13,0,1,1,100.74,7,0,1,0,26.14,2.04,30,3106,98.42,3,1.27,1,1,1,0,0.8849,0
19,5,0,0,10.51,7,0,0,0,13.66,13.88,67,262,23.03,2,2.31,1,1,1,0,0.6922,0
18,6,0,0,742.88,9,1,0,0,63.74,19.3,30,2473,122.95,7,1.08,1,1,0,0,0.8021,0
22,3,0,1,29.24,6,1,0,0,25.08,6.27,66,369,49.79,4,1.25,1,1,1,0,1.8047,0
2,2,0,0,40.41,3,0,0,0,28.35,14.33,60,2830,48.43,2,1.68,1,1,1,0,0.8763,0
5,4,0,0,178.45,0,0,0,0,34.71,8.24,44,4105,50.2,7,2.81,1,1,1,0,0.8502,0
1,3,1,0,11.12,3,0,0,0,20.37,8.14,72,3229,73.88,2,1.73,1,1,0,0,1.3221,0
16,1,0,0,14.66,7,1,0,0,3.48,7.43,57,811,91.49,3,2.24,0,1,1,1,0.111,0
15,0,0,0,8.7,4,1,0,0,12.29,2.84,45,3111,59.07,4,1.18,1,1,1,0,0.6297,0
10,2,1,0,27.45,5,0,0,1,17.06,3.26,46,3886,21.91,1,4.16,1,1,1,0,1.0866,0
8,6,0,1,16.74,8,0,0,0,2.5,13.14,40,4551,13.29,3,3.45,1,1,1,0,0.9336,0
13,6,0,0,21.06,8,0,0,0,7.86,4.07,44,3157,52.08,0,2.06,1,0,0,1,0.7775,0
12,2,1,0,21.51,6,0,0,0,27.33,10.59,69,4525,108.22,3,2.94,1,0,1,0,0.8435,0
23,2,1,0,7.67,2,0,0,0,45.08,9.1,51,4998,40.84,5,2.06,1,1,0,0,0.3268,0
10,1,0,0,9.9,2,0,0,0,18.08,6.83,60,2545,13.5,7,2.86,1,0,1,1,0.8262,0
0,6,0,0,16.45,1,0,0,0,0.37,1.37,18,850,45.98,3,2.42,1,1,0,1,0.9228,0
2,6,1,0,43.78,4,0,0,0,6.22,2.06,50,2759,191.26,6,1.36,1,1,0,0,0.9895,0
17,4,1,1,9.06,8,0,0,1,8.46,18.52,59,549,27.3,0,3.16,0,0,1,1,0.5236,0
4,0,0,0,16.29,9,0,0,0,20.65,9.87,40,4047,245.84,2,0.73,1,1,1,1,0.5162,0
1,4,1,0,17.32,7,0,0,0,9.31,3.1,26,285,36.41,1,1.56,1,0,1,1,0.8887,0
9,0,1,0,63.07,8,0,0,0,9.15,7.69,31,4411,57.93,1,2.6,1,0,1,1,0.5423,0
0,3,0,0,24.4,7,0,0,0,7.15,5.09,67,4192,49.27,3,1.76,1,0,0,0,0.7752,0
1,6,0,0,132.78,0,0,0,0,19.51,6.22,55,4037,15.02,2,1.8,1,1,1,0,0.238,0
19,5,1,1,163.58,0,0,0,0,70.9,243.23,45,220,48.91,14,10.58,0,0,0,0,2.2795,1
17,4,1,0,35.93,9,0,0,0,16.19,12.46,41,1648,27.42,6,0.01,0,1,0,0,1.2927,0
20,5,0,0,16.15,7,0,1,0,33.39,0.68,68,1799,39.13,6,0.59,1,1,0,1,0.9381,0
4,1,1,0,12.17,4,0,0,0,28.5,6.07,67,4994,32.99,2,0.37,0,0,1,0,1.5561,0
23,5,0,0,16.86,0,1,0,0,22.01,3.12,62,2967,38.27,3,1.6,1,0,1,0,1.0568,0
12,4,0,1,8.45,2,0,0,0,3.6,7.24,51,4387,13.48,5,4.21,0,0,0,1,0.7496,0
7,1,0,1,13.34,7,0,0,0,0.58,10.16,73,1114,17.27,7,1.2,1,1,1,0,1.0057,0
1,6,1,0,14.87,0,0,0,0,41.23,6.8,54,686,44.66,4,1.59,1,1,0,0,0.6577,0
8,5,1,1,33.56,0,0,0,0,8.58,5.9,54,2470,84.09,6,0.6,0,0,0,1,1.1085,0
6,4,0,0,21.87,7,1,0,0,13.42,1.24,57,2163,65.45,0,2.27,1,0,0,1,1.3492,0
16,2,0,1,84.22,8,1,0,0,27.65,16.37,48,4823,218.98,6,2.1,1,1,0,0,1.3566,0
6,0,1,0,3.67,8,0,0,0,0.55,19.97,20,1543,171.26,4,1.9,1,1,0,1,0.8694,0
16,5,1,0,16.61,0,0,0,1,19.37,11.36,33,1441,102.01,0,2.07,1,1,1,0,0.2528,0
12,5,1,1,228.39,6,0,0,0,12.65,15.42,47,3047,128.32,3,2.55,1,1,1,0,0.8954,0
22,3,1,0,198.58,2,0,0,0,40.48,5.66,50,3518,97.0,0,0.29,1,0,1,1,1.6356,0
10,3,1,0,54.39,4,1,0,0,2.22,14.33,69,1349,105.16,6,2.41,0,0,0,1,0.0723,0
20,2,1,0,14.38,7,0,0,0,18.57,9.28,47,4535,59.45,7,2.49,1,1,0,1,1.1675,0
2,4,0,0,15.76,4,1,1,0,45.08,12.23,60,2069,15.74,4,1.61,1,0,1,0,1.4564,0
4,6,1,0,8.32,4,0,0,0,29.96,9.04,71,4389,19.72,3,1.28,1,1,1,1,1.7243,0
4,3,0,0,14.42,7,1,0,0,21.58,23.38,36,2189,92.23,7,1.34,1,1,0,1,0.6018,0
14,4,1,0,54.85,8,0,0,0,13.21,5.6,47,4966,159.63,4,0.29,1,1,0,0,1.5623,0
22,5,0,0,29.36,1,0,0,0,4.18,12.55,62,3957,39.95,0,2.65,1,1,1,1,1.1689,0
19,2,1,0,3.97,2,0,0,0,10.81,2.18,19,1463,113.82,0,1.86,0,0,1,0,0.8253,0
16,0,0,0,110.43,8,0,0,0,26.51,13.09,61,1034,136.46,2,1.54,1,1,0,0,0.8476,0
1,1,0,0,62.01,5,0,0,0,19.15,9.59,25,2267,95.44,4,2.88,1,1,1,1,0.3869,0
18,6,0,0,30.73,3,0,0,0,21.67,6.35,63,1628,47.87,7,2.06,1,0,1,0,1.5809,0
13,5,0,0,26.51,6,0,0,0,1.95,6.29,74,1265,86.67,5,2.21,1,1,1,0,1.6151,0
6,6,0,0,47.1,7,0,0,0,73.71,3.59,31,4109,34.45,6,3.0,1,0,0,1,1.1906,0
6,4,1,0,26.84,1,0,0,0,16.31,3.52,35,3060,66.17,3,2.53,1,1,1,1,1.0088,0
7,6,0,1,85.19,9,0,0,1,117.22,197.52,47,248,15.15,16,8.03,1,0,0,2,6.5022,1
4,0,0,1,31.82,5,0,0,0,39.78,11.56,31,3663,39.13,3,0.13,1,1,0,1,1.7436,0
14,4,0,0,33.4,3,0,0,0,23.17,29.51,55,3198,90.73,5,1.64,1,1,0,1,1.1671,0
2,1,0,1,43.74,5,1,0,0,16.44,2.47,27,1262,10.77,4,1.93,1,1,1,0,1.375,0
15,5,0,0,24.3,0,0,0,0,3.58,4.41,27,2262,14.68,7,1.13,1,1,1,0,0.8507,0
6,4,1,0,7.8,4,1,1,0,7.79,2.02,22,1815,14.09,1,2.51,1,0,1,1,1.2947,0
16,3,1,1,61.37,4,0,0,0,15.12,4.29,26,1183,22.02,0,3.08,1,1,1,0,0.6958,0
18,0,1,0,96.54,0,1,0,0,32.08,13.96,63,3423,33.82,3,1.14,1,1,0,0,0.7057,0
11,3,0,0,55.83,7,0,0,0,5.85,5.12,70,4069,48.42,2,1.75,1,0,0,1,1.3704,0
11,5,0,0,19.47,9,0,0,0,22.53,8.88,54,3374,20.1,4,2.9,1,0,0,0,0.4501,0
20,6,0,0,32.07,9,1,0,0,2.29,1.99,21,3354,87.39,3,0.76,1,1,1,0,0.3159,0
8,0,0,0,174.34,8,0,0,1,27.74,1.03,49,420,28.23,0,3.64,1,1,0,0,0.6266,0
